date,uz
1998.8036,-0.01463124
1998.8063,-0.01769208
1998.809,0.0003902
1998.8118,-0.00134148
1998.8145,-0.00116503
1998.8172,-0.00751357
1998.82,-0.01275673
1998.8227,-0.01027087
1998.8255,-0.01160995
1998.8282,-0.00553553
1998.8309,-0.00862258
1998.8337,-0.00474855
1998.8364,0.00386884
1998.8392,-0.0038114
1998.8419,-0.00611419
1998.8446,0.00079111
1998.8474,-0.01352682
1998.8501,-0.01008567
1998.8528,-0.02859541
1998.8556,-0.01289969
1998.8583,-0.02542815
1998.8611,-0.0251164
1998.8638,-0.00034689
1998.8665,-0.00904137
1998.8693,-0.00861368
1998.872,-0.01425043
1998.8747,-0.01879663
1998.8775,-0.0109872
1998.8802,-0.01259677
1998.883,-0.00879759
1998.8857,-0.01077278
1998.8884,-0.01302885
1998.8912,-0.00952522
1998.8939,-0.01610324
1998.8966,-0.01716641
1998.8994,-0.01825404
1998.9021,-0.01253868
1998.9049,-0.01756295
1998.9076,-0.01571031
1998.9103,-0.0146413
1998.9131,-0.02473963
1998.9158,-0.02905863
1998.9185,-0.03058037
1998.9213,-0.02181103
1998.924,-0.02194387
1998.9268,-0.02711007
1998.9295,-0.02449255
1998.9322,-0.02587836
1998.935,-0.03212333
1998.9377,-0.03242562
1998.9405,-0.02783562
1998.9432,-0.02719352
1998.9459,-0.02915752
1998.9487,-0.02391229
1998.9514,-0.02267867
1998.9541,-0.01347637
1998.9569,-0.01609801
1998.9596,-0.02924525
1998.9624,-0.01365461
1998.9651,-0.02064563
1998.9678,-0.01870933
1998.9706,-0.02522918
1998.9733,-0.01141098
1998.976,-0.01195147
1998.9788,-0.0140705
1998.9815,-0.01937678
1998.9843,-0.01883424
1998.987,-0.01866495
1998.9897,-0.01840709
1998.9925,-0.01780716
1998.9952,-0.01011872
1998.9979,-0.01456049
1999.0007,-0.00875778
1999.0034,-0.01273742
1999.0062,0.00621311
1999.0089,-0.0009961
1999.0116,0.00144294
1999.0144,-0.01658551
1999.0171,-0.01386801
1999.0198,-0.0170739
1999.0226,-0.01404139
1999.0253,-0.01806441
1999.0281,-0.01987306
1999.0308,-0.01519821
1999.0335,-0.01542375
1999.0363,-0.01769493
1999.039,-0.01202613
1999.0418,-0.0081249
1999.0445,-0.01392399
1999.0472,-0.01363593
1999.05,-0.00567218
1999.0527,-0.02303563
1999.0554,-0.01291815
1999.0582,-0.01046476
1999.0609,-0.01449216
1999.0637,-0.00411154
1999.0664,-0.01159619
1999.0691,-0.00223295
1999.0719,-0.02064187
1999.0746,-0.00891409
1999.0773,-0.01436792
1999.0801,-0.01334324
1999.0828,-0.01225914
1999.0856,-0.02802844
1999.0883,-0.02185349
1999.091,-0.03238597
1999.0938,-0.01745596
1999.0965,-0.03570786
1999.0992,-0.02091058
1999.102,-0.02955564
1999.1047,-0.02810012
1999.1075,-0.03059792
1999.1102,-0.01995595
1999.1129,-0.02659803
1999.1157,-0.01252684
1999.1184,-0.02708644
1999.1211,-0.02871862
1999.1239,-0.02985124
1999.1266,-0.02787158
1999.1294,-0.02283239
1999.1321,-0.02337979
1999.1348,-0.01244158
1999.1376,-0.00517136
1999.1403,-0.00677584
1999.1431,-0.01218101
1999.1458,-0.01096193
1999.1485,-0.00780533
1999.1513,-0.00401417
1999.154,-0.00140707
1999.1567,-0.01073741
1999.1595,-0.01056719
1999.1622,-0.00221061
1999.165,-0.0076635
1999.1677,-0.0130899
1999.1704,-0.01304422
1999.1732,-0.01227999
1999.1759,-0.03079667
1999.1786,-0.01689289
1999.1814,-0.02376476
1999.1841,-0.02750252
1999.1869,-0.03211786
1999.1896,-0.01961024
1999.1923,-0.03266982
1999.1978,-0.01567977
1999.2005,-0.0192898
1999.2033,-0.01056102
1999.206,-0.01905366
1999.2088,-0.018754
1999.2115,-0.01473603
1999.2142,-0.00688006
1999.217,-0.00961646
1999.2197,-0.01730209
1999.2225,-0.00599613
1999.2252,-0.01944886
1999.2279,-0.01957125
1999.2307,-0.01369811
1999.2334,-0.01058886
1999.2361,-0.00807974
1999.2389,-0.00816853
1999.2416,-0.00591051
1999.2444,-0.00368603
1999.2471,-0.01425542
1999.2498,-0.00709322
1999.2526,-0.01586442
1999.2553,-0.01525586
1999.258,-0.02079253
1999.2608,-0.01648042
1999.2635,-0.00718203
1999.2663,-0.01891591
1999.269,-0.00840245
1999.2717,-0.0239024
1999.2745,-0.01190146
1999.2772,-0.01155891
1999.2799,-0.02125491
1999.2827,-0.00247724
1999.2854,-0.00607156
1999.2882,-0.00900476
1999.2909,-0.00617436
1999.2936,-0.01236594
1999.2964,-0.00741572
1999.2991,-0.00687261
1999.3018,-0.01161549
1999.3046,-0.00580933
1999.3073,-0.01856142
1999.3101,-0.01175431
1999.3128,0.00103252
1999.3155,-0.0139671
1999.3183,-0.00392765
1999.321,-0.00529861
1999.3238,-0.00362245
1999.3265,-0.00473702
1999.3292,-0.01888602
1999.332,-0.02321274
1999.3347,-0.01633336
1999.3374,-0.00871107
1999.3402,-0.00664808
1999.3429,-0.00614688
1999.3457,-0.00492252
1999.3484,-0.00923635
1999.3511,-0.01391
1999.3539,-0.0097776
1999.3566,-0.00749469
1999.3621,-0.01265351
1999.3648,-0.00587157
1999.3676,-0.00447546
1999.3703,-0.0049776
1999.373,-0.00774413
1999.3758,-0.0061758
1999.3785,-0.01631005
1999.3812,-0.01262259
1999.384,-0.01804849
1999.3867,-0.00767618
1999.3895,-0.00848865
1999.3922,0.00359777
1999.3949,0.00086916
1999.3977,-0.00315597
1999.4004,0.00291448
1999.4031,-0.00812481
1999.4059,-0.02409921
1999.4086,-0.01193212
1999.4114,-0.01087615
1999.4141,-0.0174572
1999.4168,-0.00443845
1999.4196,-0.00617896
1999.4223,-0.00809595
1999.4251,-0.01827723
1999.4278,-0.02116828
1999.4305,-0.01808873
1999.4333,-0.0062856
1999.436,-0.00362259
1999.4387,-0.01025117
1999.4415,-0.00470015
1999.4442,-0.01172835
1999.447,-0.00053868
1999.4497,-0.00574858
1999.4524,-0.00246461
1999.4552,-0.00526092
1999.4579,-0.00441589
1999.4606,-0.01479283
1999.4634,-0.01032709
1999.4661,-0.00090998
1999.4689,-0.00219685
1999.4716,-0.00527657
1999.4743,-0.01063659
1999.4771,-0.00996994
1999.4798,-0.00547674
1999.4825,-0.01148616
1999.4853,-0.01347637
1999.488,-0.01752203
1999.4908,-0.01439911
1999.4935,-0.01582244
1999.4962,-0.01883089
1999.499,-0.01146745
1999.5017,-0.01300729
1999.5044,-0.0028084
1999.5072,-0.00811052
1999.5099,-0.01390342
1999.5127,-0.00745313
1999.5154,-0.0090094
1999.5181,-0.00357307
1999.5209,-0.00527899
1999.5236,-0.00829924
1999.5264,-0.00803015
1999.5291,-0.00586141
1999.5318,-0.00909855
1999.5346,-0.0091852
1999.5373,-0.01841314
1999.54,-0.0167655
1999.5428,-0.01534955
1999.5455,-0.01528866
1999.5483,-0.01803041
1999.551,-0.01694413
1999.5537,-0.0280174
1999.5565,-0.01580545
1999.5592,-0.02381346
1999.5619,-0.02034421
1999.5647,-0.02562217
1999.5674,-0.03156866
1999.5702,-0.02453928
1999.5729,-0.02571981
1999.5756,-0.01987609
1999.5784,-0.02174259
1999.5811,-0.01961727
1999.5838,-0.00937965
1999.5866,-0.01358421
1999.5893,-0.01164096
1999.5921,-0.01035774
1999.5948,-0.00945685
1999.5975,-0.01922627
1999.6003,-0.02733937
1999.603,-0.01828762
1999.6057,-0.02208024
1999.6085,-0.00885331
1999.6112,-0.01207725
1999.614,-0.01331116
1999.6167,-0.01167554
1999.6194,-0.01470783
1999.6222,-0.0126509
1999.6249,-0.0122845
1999.6277,-0.01782605
1999.6304,-0.0208732
1999.6331,-0.01577466
1999.6359,-0.0080974
1999.6386,-0.01407118
1999.6413,-0.02047795
1999.6441,-0.02211696
1999.6468,-0.03318164
1999.6496,-0.03423789
1999.6523,-0.02466185
1999.655,-0.02891525
1999.6578,-0.02255956
1999.6605,-0.02258797
1999.6632,-0.02411481
1999.666,-0.02239233
1999.6687,-0.02047088
1999.6715,-0.03278293
1999.6742,-0.003732
1999.6769,-0.01881919
1999.6797,-0.02452819
1999.6824,-0.01876525
1999.6851,-0.02007173
1999.6879,-0.01346514
1999.6906,-0.01357707
1999.6934,-0.01785148
1999.6961,-0.01859368
1999.6988,-0.01912326
1999.7016,-0.01567266
1999.7043,-0.0211866
1999.707,-0.01514284
1999.7098,-0.02076785
1999.7125,-0.02217435
1999.7153,-0.0215116
1999.718,-0.03073519
1999.7207,-0.0340692
1999.7235,-0.01911811
1999.7262,-0.02322585
1999.729,-0.01515807
1999.7317,-0.02197236
1999.7344,-0.01680557
1999.7372,-0.02093868
1999.7399,-0.0199376
1999.7426,-0.01820876
1999.7454,-0.02447831
1999.7481,-0.02648504
1999.7509,-0.02508951
1999.7536,-0.01624192
1999.7563,-0.01674492
1999.7591,-0.01270324
1999.7618,-0.009553
1999.7645,-0.01042504
1999.7673,-0.01440116
1999.77,-0.00723385
1999.7728,-0.01858183
1999.7755,-0.02169661
1999.7782,-0.02019017
1999.781,-0.01501575
1999.7837,-0.01655155
1999.7864,-0.02301276
1999.7892,-0.02214066
1999.7919,-0.01309274
1999.7947,-0.01628936
1999.7974,-0.01179862
1999.8001,-0.00927006
1999.8029,-0.01166212
1999.8056,-0.02283877
1999.8084,-0.02261093
1999.8111,-0.0157578
1999.8138,-0.00624739
1999.8166,-0.00799794
1999.8193,-0.0034413
1999.822,-0.01747911
1999.8248,-0.01880901
1999.8275,-0.01862278
1999.8303,-0.01792079
1999.833,-0.01546314
1999.8357,-0.014925
1999.8385,-0.02434428
1999.8412,-0.02335002
1999.8439,-0.02699488
1999.8467,-0.02021397
1999.8494,-0.01946156
1999.8522,-0.01465207
1999.8549,-0.02396877
1999.8576,-0.00629413
1999.8604,-0.01165649
1999.8631,-0.02212411
1999.8658,-0.00752374
1999.8686,-0.02654177
1999.8713,-0.01853264
1999.8741,-0.0071176
1999.8768,-0.02019411
1999.8795,-0.01959454
1999.8823,-0.02057109
1999.885,-0.02831122
1999.8877,-0.01897027
1999.8905,-0.02195877
1999.8932,-0.01613171
1999.896,-0.01952568
1999.8987,-0.02314424
1999.9014,-0.02068923
1999.9042,-0.01044641
1999.9069,-0.01163931
1999.9097,-0.02266828
1999.9124,-0.01709054
1999.9151,-0.00454319
1999.9179,-0.01234619
1999.9206,-0.00333616
1999.9233,-0.01134445
1999.9261,-0.01221657
1999.9288,-0.01022554
1999.9316,-0.01284388
1999.9343,-0.00648652
1999.937,-0.02066657
1999.9398,-0.01561357
1999.9425,-0.02077914
1999.9452,-0.01611794
1999.948,-0.01060508
1999.9507,-0.01922136
1999.9535,-0.02460006
1999.9562,-0.02222151
1999.9589,-0.02228013
1999.9617,-0.0396906
1999.9644,-0.01890378
1999.9671,-0.01818234
1999.9699,-0.02011658
1999.9726,-0.01643228
1999.9754,-0.01907573
1999.9781,-0.01763854
1999.9808,-0.02257194
1999.9836,-0.01600328
1999.9863,-0.02460281
1999.989,-0.02076572
1999.9918,-0.02247698
1999.9945,-0.02447104
1999.9973,-0.02667662
2000.0,-0.02164099
2000.0027,-0.00746478
2000.0055,-0.01022211
2000.0082,-0.0041667
2000.011,-0.00755683
2000.0137,-0.01149345
2000.0164,-0.01806168
2000.0192,-0.02302371
2000.0219,-0.01252917
2000.0246,-0.00876889
2000.0274,-0.00571781
2000.0301,-0.00506085
2000.0329,-0.01567073
2000.0356,-0.0172813
2000.0383,-0.01993069
2000.0411,-0.01122166
2000.0438,-0.00605017
2000.0465,-0.00836126
2000.0493,-0.0045366
2000.052,-0.01063049
2000.0548,-0.0068278
2000.0575,-0.00543556
2000.0602,-0.00165512
2000.063,-0.00071007
2000.0657,-0.00508086
2000.0684,-0.00514674
2000.0712,-0.00326657
2000.0739,-0.01363388
2000.0767,0.0015001
2000.0794,-0.01096639
2000.0821,-0.01787709
2000.0849,-0.0161658
2000.0876,-0.00671796
2000.0903,-0.00718556
2000.0931,-0.01154239
2000.0958,-0.01444644
2000.0986,-0.00957946
2000.1013,-0.00510712
2000.104,-0.0150285
2000.1068,-0.0079721
2000.1123,-0.01566431
2000.1205,-0.00240484
2000.1232,-0.01039222
2000.1259,-0.01537575
2000.1342,-0.00574597
2000.1396,-0.01246708
2000.1424,-0.01059599
2000.1451,-0.01069273
2000.1478,-0.00957572
2000.1506,-0.01210212
2000.1533,-0.01053462
2000.1561,-0.01405458
2000.1588,-0.02049468
2000.1615,-0.01400022
2000.1643,-0.00969655
2000.167,-0.00547329
2000.1697,-0.00335957
2000.1725,-0.0029484
2000.1752,0.00540033
2000.178,0.00154381
2000.1807,-0.00134077
2000.1834,-0.00929442
2000.1862,-0.00460155
2000.1889,-0.00397978
2000.1916,0.00543381
2000.1944,-0.01016898
2000.1971,0.00652308
2000.1999,0.00761293
2000.2026,-0.0041369
2000.2053,-0.01385174
2000.2081,-0.00152548
2000.2108,-0.00812154
2000.2136,-0.00078543
2000.2163,-0.00632453
2000.219,-0.0058373
2000.2218,0.00270467
2000.2245,-0.01799229
2000.2272,-0.012084
2000.23,-0.00594601
2000.2327,0.00015557
2000.2355,-0.01077111
2000.2382,-0.02021349
2000.2409,-0.02154699
2000.2437,-0.01514724
2000.2464,-0.02047264
2000.2491,-0.00248231
2000.2519,-0.01213802
2000.2546,-0.01384707
2000.2574,-0.01768963
2000.2601,-0.01625166
2000.2628,-0.01931257
2000.2656,-0.01672461
2000.2683,-0.00708034
2000.271,-0.01164463
2000.2738,-0.01540594
2000.2765,-0.00609725
2000.2793,-0.00855739
2000.282,-0.0158919
2000.2847,-0.02883761
2000.2875,-0.01619633
2000.2902,-0.01762609
2000.293,-0.0172919
2000.2957,-0.01430729
2000.2984,-0.02061326
2000.3012,-0.01839433
2000.3039,-0.02048457
2000.3066,-0.02167364
2000.3094,-0.01073161
2000.3121,-0.01405863
2000.3149,-0.02259519
2000.3176,-0.01939698
2000.3203,-0.02278502
2000.3231,-0.02728254
2000.3258,-0.02230351
2000.3285,-0.01971991
2000.3313,-0.01908733
2000.334,-0.01017522
2000.3368,-0.01621308
2000.3395,-0.0165741
2000.3422,-0.01419889
2000.345,-0.01404935
2000.3477,-0.01473516
2000.3504,-0.00640023
2000.3532,-0.0210398
2000.3559,-0.0274031
2000.3587,-0.03461749
2000.3614,-0.0172297
2000.3641,-0.03081539
2000.3669,-0.02131891
2000.3696,-0.01815492
2000.3723,-0.01581201
2000.3751,-0.01603834
2000.3778,-0.02168232
2000.3806,-0.02592704
2000.3833,-0.02977588
2000.386,-0.02937121
2000.3888,-0.01940848
2000.3915,-0.02041887
2000.3943,-0.02130515
2000.397,-0.02027899
2000.3997,-0.02469649
2000.4025,-0.02434067
2000.4052,-0.02114038
2000.4079,-0.03111571
2000.4107,-0.02294859
2000.4134,-0.02150141
2000.4162,-0.02362022
2000.4189,-0.03049417
2000.4216,-0.03021486
2000.4244,-0.02113812
2000.4271,-0.01849057
2000.4298,-0.03073274
2000.4326,-0.02148137
2000.4353,-0.01638181
2000.4381,-0.02487453
2000.4408,-0.0170479
2000.4435,-0.02084572
2000.4463,-0.0224115
2000.449,-0.021422
2000.4517,-0.02840337
2000.4545,-0.01527565
2000.4572,-0.01859423
2000.46,-0.01912178
2000.4627,-0.03165577
2000.4654,-0.03312913
2000.4682,-0.03566245
2000.4709,-0.01978674
2000.4736,-0.02337424
2000.4764,-0.02415157
2000.4791,-0.01225096
2000.4819,-0.02193907
2000.4846,-0.02133332
2000.4873,-0.00482945
2000.4901,-0.02822831
2000.4928,-0.01898027
2000.4956,-0.0292356
2000.4983,-0.0356934
2000.501,-0.02784006
2000.5038,-0.01571494
2000.5065,-0.01954075
2000.5092,-0.01065267
2000.512,-0.02417253
2000.5147,-0.01296561
2000.5175,-0.01458777
2000.5202,-0.01570212
2000.5229,-0.01452898
2000.5257,-0.01952777
2000.5284,-0.01925961
2000.5311,-0.01280865
2000.5339,-0.02333745
2000.5366,-0.00905237
2000.5394,-0.00804939
2000.5421,-0.01780628
2000.5448,-0.01364535
2000.5476,-0.01555553
2000.5503,-0.01373999
2000.553,-0.03008867
2000.5558,-0.02114967
2000.5585,-0.02025485
2000.5613,-0.03060524
2000.564,-0.02844618
2000.5667,-0.02143825
2000.5695,-0.02514404
2000.5722,-0.02809323
2000.5749,-0.02428413
2000.5777,-0.0307467
2000.5804,-0.02757175
2000.5832,-0.02639172
2000.5859,-0.01611297
2000.5886,-0.01231836
2000.5914,-0.01969063
2000.5941,-0.02172122
2000.5969,-0.02162773
2000.5996,-0.01014866
2000.6023,-0.0141733
2000.6051,-0.01992728
2000.6078,-0.01995071
2000.6105,-0.02338305
2000.6133,-0.02858844
2000.616,-0.01913812
2000.6188,-0.03296917
2000.6215,-0.02949378
2000.6242,-0.0335641
2000.627,-0.02899794
2000.6297,-0.02443565
2000.6324,-0.02307149
2000.6352,-0.02381984
2000.6379,-0.02113899
2000.6407,-0.0243688
2000.6434,-0.01800666
2000.6461,-0.01581522
2000.6489,-0.01075643
2000.6516,-0.02214788
2000.6543,-0.0284338
2000.6571,-0.03194379
2000.6598,-0.02096556
2000.6626,-0.02541294
2000.6653,-0.0388515
2000.668,-0.02135197
2000.6708,-0.01203274
2000.6735,-0.01467353
2000.6762,-0.02137743
2000.679,-0.02227481
2000.6817,-0.01627246
2000.6845,-0.01062877
2000.6872,-0.02016759
2000.6899,-0.02263492
2000.6927,-0.01140899
2000.6954,-0.01627332
2000.6982,-0.01542796
2000.7009,-0.01750735
2000.7036,-0.02432266
2000.7064,-0.01155714
2000.7091,-0.02190944
2000.7118,-0.01271851
2000.7146,-0.02232096
2000.7173,-0.01980696
2000.7201,-0.02541888
2000.7228,-0.03325923
2000.7255,-0.02886241
2000.7283,-0.02656325
2000.731,-0.02891822
2000.7337,-0.02835922
2000.7365,-0.01925847
2000.7392,-0.01691836
2000.742,-0.01814786
2000.7447,-0.01837222
2000.7474,-0.01715183
2000.7502,-0.01794966
2000.7529,-0.01305114
2000.7556,-0.00882757
2000.7584,-0.00997217
2000.7611,-0.01423182
2000.7639,-0.01119205
2000.7666,-0.01512268
2000.7693,-0.02167187
2000.7721,-0.01871785
2000.7748,-0.01226688
2000.7775,-0.0174787
2000.7803,-0.01681712
2000.783,-0.00859156
2000.7858,-0.02506952
2000.7885,-0.01262479
2000.7912,-0.02804914
2000.794,-0.01942465
2000.7967,-0.02187563
2000.7995,-0.02903788
2000.8022,-0.03528774
2000.8049,-0.0317419
2000.8077,-0.03685324
2000.8104,-0.03198233
2000.8131,-0.02419941
2000.8159,-0.0219786
2000.8186,-0.02461864
2000.8214,-0.03471219
2000.8241,-0.02895361
2000.8268,-0.0368198
2000.8296,-0.02838376
2000.8323,-0.02889758
2000.835,-0.0243165
2000.8378,-0.03123293
2000.8515,0.01934493
2000.8569,0.03708528
2000.8597,0.03281786
2000.8624,0.02633504
2000.8652,0.03512043
2000.8679,0.02906531
2000.8706,0.03647366
2000.8734,0.02377417
2000.8761,0.02119287
2000.8789,0.03035764
2000.8816,0.0330625
2000.8843,0.03325651
2000.8871,0.03577105
2000.8898,0.04018705
2000.8925,0.03326231
2000.8953,0.02837927
2000.898,0.02424569
2000.9008,0.03773448
2000.9035,0.0279139
2000.9062,0.02758253
2000.909,0.02871556
2000.9117,0.03545578
2000.9144,0.04043617
2000.9172,0.04187886
2000.9199,0.03796565
2000.9227,0.0220122
2000.9254,0.02240395
2000.9281,0.02599539
2000.9309,0.02753781
2000.9336,0.02981598
2000.9363,0.0344069
2000.9391,0.03721005
2000.9418,0.03267595
2000.9446,0.03900457
2000.9473,0.03855038
2000.95,0.03733856
2000.9528,0.02567527
2000.9555,0.03079383
2000.9582,0.02772429
2000.961,0.02270315
2000.9637,0.03105809
2000.9665,0.02620076
2000.9692,0.02809307
2000.9719,0.0242629
2000.9747,0.02526353
2000.9774,0.03089568
2000.9802,0.03251417
2000.9829,0.03862222
2000.9856,0.04288823
2000.9884,0.04276797
2000.9911,0.04196365
2000.9938,0.03902972
2000.9966,0.02863025
2000.9993,0.04025612
2001.0021,0.02991347
2001.0048,0.04000922
2001.0075,0.03819371
2001.0103,0.03463486
2001.013,0.03766856
2001.0157,0.03610924
2001.0185,0.03735255
2001.0212,0.03272493
2001.024,0.0344589
2001.0267,0.03688064
2001.0294,0.03437381
2001.0322,0.0312771
2001.0349,0.0304911
2001.0376,0.03079868
2001.0404,0.03657691
2001.0431,0.04327236
2001.0459,0.03165164
2001.0486,0.02402338
2001.0513,0.02999429
2001.0541,0.02437312
2001.0568,0.02580713
2001.0595,0.02700425
2001.0623,0.03722572
2001.065,0.0347018
2001.0678,0.0357614
2001.0705,0.03700648
2001.0732,0.03749537
2001.076,0.03246276
2001.0787,0.03104709
2001.0815,0.02732491
2001.0842,0.02622984
2001.0869,0.02001203
2001.0897,0.01610046
2001.0924,0.03933644
2001.0951,0.03108138
2001.0979,0.04127716
2001.1006,0.03465661
2001.1034,0.03476118
2001.1061,0.03447418
2001.1088,0.02742648
2001.1116,0.02908182
2001.1143,0.03560382
2001.117,0.03982544
2001.1198,0.03791767
2001.1225,0.02636654
2001.1253,0.03183691
2001.128,0.02894036
2001.1307,0.03117032
2001.1335,0.03647262
2001.1362,0.0330671
2001.1389,0.03838854
2001.1417,0.03889522
2001.1444,0.03675897
2001.1472,0.03446799
2001.1499,0.04127558
2001.1526,0.04210757
2001.1554,0.0373726
2001.1581,0.02990921
2001.1608,0.0344884
2001.1636,0.03010553
2001.1663,0.03790865
2001.1691,0.03840143
2001.1718,0.02781295
2001.1745,0.03503896
2001.1773,0.03682762
2001.18,0.04374277
2001.1828,0.04097091
2001.1855,0.04184679
2001.1882,0.03709006
2001.191,0.03653092
2001.1937,0.04325276
2001.1964,0.03970505
2001.1992,0.03460824
2001.2019,0.04151722
2001.2047,0.0371073
2001.2074,0.03805339
2001.2101,0.04489332
2001.2129,0.03145748
2001.2156,0.0358119
2001.2183,0.04206146
2001.2211,0.0430167
2001.2238,0.0375245
2001.2266,0.03468238
2001.2293,0.03605768
2001.232,0.04674447
2001.2348,0.03984281
2001.2375,0.04134975
2001.2402,0.04656222
2001.243,0.04597676
2001.2457,0.04937383
2001.2485,0.03976684
2001.2512,0.04466797
2001.2539,0.03756758
2001.2567,0.03658966
2001.2594,0.03459918
2001.2621,0.03189319
2001.2649,0.03459382
2001.2676,0.03803774
2001.2704,0.0387996
2001.2731,0.03505783
2001.2758,0.02814377
2001.2786,0.04281617
2001.2813,0.03306849
2001.2841,0.03789053
2001.2868,0.04741446
2001.2895,0.04616054
2001.2923,0.04510987
